mean_kg_co2eq_per_t,median_kg_co2eq_per_t,p2_5_kg_co2eq_per_t,p97_5_kg_co2eq_per_t,probability_net_negative,n_draws,seed
-127.6,-131.1,-264.0,24.0,0.949,100000,20260802
